DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
24,1402000,3,3
2,1552500,2,4
21,1552500,2,4
10,1200001,2,2
14,1652501,2,3
3,1553005,3,3
21,2201601,3,1
27,215510,3,2
5,121110,2,2
22,1211300,3,1
12,1201401,2,4
24,2200300,2,4
10,1651503,2,3
3,0,1,1
24,16803,3,3
13,2201601,3,3
8,2053000,2,2
27,1200001,2,3
5,1651503,2,2
14,1700500,2,1
11,1450501,3,4
24,1450502,3,4
24,1200502,3,1
17,1552500,2,1
5,1601504,3,2
18,1552500,2,3
5,215510,3,4
10,1651503,2,1
1,1211100,2,1
24,1553005,3,3
12,1402502,3,2
5,2155003,2,4
6,1701002,3,3
11,2205002,2,4
4,1402501,3,1
15,2201601,3,5
27,1651503,2,1
10,1200502,3,2
12,1601001,3,3
15,2650102,2,2
21,1553008,3,3
9,1950502,2,1
18,1553501,3,4
21,1200502,3,4
4,240301,2,4
5,265031,3,2
6,511001,2,2
17,265031,3,2
7,511001,2,4
8,1200001,2,2
12,1402000,3,1
17,1552500,2,3
13,1950500,2,3
11,2200300,2,4
16,1553004,3,1
24,1552500,2,3
17,1211100,2,1
17,1553001,3,4
26,1202000,2,2
17,2403002,2,2
1,2601001,2,4
18,511002,2,1
7,1552500,2,3
28,1651503,2,1
2,1200502,3,2
13,5110,2,4
5,1553005,3,1
4,1552500,2,3
16,2200300,2,1
7,2403002,2,4
24,1200001,2,3
13,2650201,3,1
11,1654501,3,4
18,1657200,3,3
29,1200001,2,3
12,9000049,0,2
23,1200001,2,3
7,1201401,2,3
9,511001,2,3
3,1200001,2,1
12,1200001,2,1
26,1702000,2,1
23,1211200,3,4
20,215510,3,5
7,1200502,3,2
20,1200001,2,1
9,1651503,2,5
5,1553001,3,5
2,1200001,2,3
26,1252501,3,1
3,1402502,3,1
4,1553001,3,1
25,120053,3,3
14,511001,2,5
6,1553008,3,1
11,1200800,3,1
23,1200502,3,2
8,1552500,2,1
14,1654505,3,2
15,1200001,2,1
6,1201401,2,1
4,2200300,2,5
8,1450502,3,4
16,1200001,2,3
18,1402000,3,4
9,2601001,2,3
14,5110,2,2
22,1201500,2,1
21,1600500,3,4
13,1306501,3,5
15,1251000,3,1
9,1553008,3,5
20,1651503,2,1
26,511001,2,2
4,2200300,2,2
6,1552500,2,5
30,1200001,2,1
17,1552500,2,5
9,1654501,3,2
26,1651503,2,3
17,2201601,3,3
24,1552500,2,1
25,1200001,2,3
19,0,1,3
4,1200001,2,3
8,1202500,3,2
8,1552500,2,2
12,1702000,2,4
16,1552500,2,2
6,1200502,3,3
7,1651503,2,2
4,1654501,3,3
5,1651503,2,3
22,2155003,2,3
18,1552500,2,3
14,2200300,2,2
12,2402002,1,4
15,1201500,2,4
14,1201401,2,1
18,1553004,3,4
5,2200300,2,1
11,1651503,2,1
7,1450001,2,3
10,1302507,3,1
12,1450502,3,2
3,1200001,2,1
7,1305201,2,3
2,2200603,3,1
26,1200501,3,2
21,140100,2,1
23,1601504,3,4
20,1552500,2,4
13,1200001,2,2
27,2201801,3,4
19,1200503,3,1
25,1553006,3,3
11,5110,3,4
14,1601001,3,1
25,1601503,3,1
5,1211200,3,1
21,2053000,2,3
16,2200300,2,3
5,1654501,3,1
10,1651503,2,2
6,1651503,2,2
5,1402000,3,4
4,1200001,2,2
2,2601002,2,4
13,2403001,2,1
18,2200300,2,3
14,1202500,3,1
20,240301,2,1
17,511001,2,2
11,2650901,3,2
13,1950500,2,3
18,1553501,3,3
12,265101,3,1
25,1252501,3,2
12,1200800,3,1
8,1552500,2,5
23,1553004,3,2
14,1552500,2,1
23,1201401,2,3
28,1201401,2,3
7,1651502,2,1
27,215510,3,2
19,121110,2,1
5,1450004,2,5
8,2601001,2,4
11,1451000,3,1
27,1450001,2,2
22,1651503,2,1
19,1706501,3,4
2,2601002,2,3
16,1211200,3,2
10,1552500,2,4
7,2650201,3,1
20,1202500,3,3
9,215510,3,3
25,1200800,3,2
3,1701003,3,3
20,2053000,2,3
26,1200001,2,1
13,215510,3,2
29,1211200,3,2
17,511001,2,1
3,140100,2,1
14,2201601,3,3
27,1200001,2,4
10,1200001,2,1
7,1552500,2,1
23,1200001,2,2
14,5110,2,1
29,1950501,2,3
5,2200601,3,2
14,1200001,2,1
2,1552500,2,2
3,1552500,2,3
9,511001,2,2
1,1601001,3,3
4,1553001,3,3
19,1200600,3,4
6,512000,2,4
18,2200300,2,3
19,2154002,3,3
14,2650201,3,1
27,1553001,3,3
5,2403001,2,1
24,51101,2,1
5,1651503,2,4
15,1202000,2,4
1,1553001,3,3
9,215510,3,2
1,1450502,3,2
7,1200001,2,5
17,1651503,2,5
3,1202500,3,3
29,130352,3,1
12,1552500,2,4
5,1200512,3,1
13,1553008,3,3
30,1200502,3,4
24,1601503,3,1
12,2201601,3,3
6,1200001,2,3
20,1651503,2,2
24,1201500,2,2
7,1552500,2,4
5,1402000,3,3
7,1652501,2,4
10,511001,2,2
29,215510,3,3
3,5700600,4,4
1,1450502,3,2
1,265031,3,1
2,1305201,2,5
28,1200001,2,1
5,1200501,3,3
18,1403500,2,1
23,1553001,3,4
28,1651503,2,3
19,1451200,3,4
23,6002,2,1
12,24500,2,4
16,1553001,3,2
19,1553008,3,4
21,1553005,3,1
12,1553005,3,2
14,51101,2,5
24,160102,3,1
25,1651503,2,1
19,1402000,3,1
10,2201601,3,1
27,1552500,2,4
17,1651503,2,1
30,1211200,3,2
17,1202000,2,2
13,1650800,3,4
3,1600500,3,3
18,1200501,3,4
13,1450001,2,3
12,1553501,3,3
26,1552500,2,2
11,1200001,2,1
24,1200001,2,3
6,1200001,2,1
7,2200300,2,2
8,2223502,3,2
18,265031,3,1
18,2204301,3,4
17,1252001,3,2
23,1600500,3,2
14,511001,2,4
10,1552500,2,2
11,511001,2,5
10,1450502,3,3
13,51103,3,4
16,1552500,2,1
3,1201401,2,4
26,2155003,2,4
15,1552500,2,4
11,1200502,3,5
30,1402000,3,3
6,1450502,3,1
11,1200502,3,4
28,1450502,3,2
14,1200001,2,4
25,1552500,2,1
19,2052001,2,2
5,1651503,2,2
1,1200001,2,2
5,119202,3,4
23,1552500,2,3
7,1651503,2,4
10,215510,3,4
15,140100,2,4
6,1450502,3,1
26,1552500,2,3
18,1200001,2,3
18,1554001,3,2
12,1200502,3,3
20,1200512,3,1
1,1200001,2,4
1,1450502,3,5
9,265031,3,3
29,1552500,2,1
18,1552500,2,3
1,1450502,3,2
12,215510,3,1
7,1700500,2,3
29,1552500,2,4
29,511001,2,1
14,160102,3,1
19,1707001,3,2
23,215510,3,4
21,1201401,2,2
20,5700600,4,4
21,5110,2,3
5,215510,3,4
19,215510,3,4
22,1651503,2,3
7,1200001,2,3
25,1552500,2,4
10,1552500,2,1
30,2201601,3,4
13,1200001,2,4
13,2201601,3,3
17,2650101,2,4
24,1200001,2,3
10,51101,2,1
14,265031,3,1
7,1200800,3,4
5,1200501,3,1
14,511001,2,2
10,1554001,3,3
28,1552500,2,1
17,1651503,2,2
25,215510,3,1
25,1552500,2,2
18,2650101,2,1
9,1402000,3,2
18,1452000,3,3
21,1202000,2,1
18,265031,3,1
5,1553005,3,4
8,215510,3,4
3,1450502,3,1
30,1651503,2,1
6,1200001,2,3
26,2154002,3,1
9,1651503,2,1
30,1950501,2,1
9,1200001,2,4
26,119202,2,3
15,1651503,2,2
10,215401,3,4
17,2650201,3,1
10,1553001,3,4
10,1553008,3,1
23,1211100,2,1
18,1950501,2,3
14,2601001,2,4
27,1450001,2,3
22,1706501,3,3
8,1402502,3,1
14,1211100,2,4
18,215510,3,2
18,1651503,2,1
11,1202500,3,5
26,2203901,3,1
4,1402501,3,4
9,1601504,3,3
6,1402000,3,3
24,1200001,2,4
23,1654000,2,4
10,511001,2,3
29,119202,2,4
21,140100,2,2
3,2200300,2,2
21,1200001,2,3
4,2200601,3,2
13,1200001,2,1
6,1200001,2,3
24,1552500,2,2
21,1702000,2,1
5,1601002,3,2
18,1553008,3,4
11,2155500,2,4
19,2300400,2,4
15,1200502,3,3
24,2203901,3,3
2,511001,2,1
12,1902300,2,3
2,1601001,3,2
3,2053000,2,1
15,1200502,3,2
19,2201601,3,3
6,1200001,2,4
2,1200001,2,4
29,1200600,3,2
10,1651503,2,2
14,1651503,2,1
3,1200501,3,1
5,2200601,3,3
3,2601001,2,4
11,1450001,2,3
20,2601001,2,4
13,1552500,2,3
4,1200001,2,3
9,145004,2,1
1,1200001,2,4
5,511001,2,1
12,2201601,3,2
26,1306504,3,4
13,2200300,2,4
10,1402000,3,1
12,1201401,2,4
10,2200300,2,4
7,1402000,3,1
16,1600500,3,2
9,1552500,2,1
14,2155006,2,2
20,1200001,2,4
11,1303501,3,2
1,1200001,2,2
8,215510,3,1
24,2200300,2,1
6,2203901,3,1
11,1552500,2,4
1,1553004,3,5
18,1651503,2,4
15,2155500,2,1
19,265031,3,1
17,1654502,3,1
5,511001,2,4
3,1651503,2,4
5,160102,3,2
10,511001,2,2
27,1401501,2,4
5,12111,3,4
9,2402001,1,1
8,1201401,2,2
13,1305201,2,1
6,1402000,3,1
6,1553001,3,2
19,1450001,2,2
22,1950500,2,1
6,181400,3,1
1,2155500,2,4
8,215510,3,1
14,5700600,4,4
14,1402000,3,1
9,2200901,3,4
21,1553008,3,3
7,1651503,2,2
21,1651503,2,2
25,2201601,3,3
26,1701501,3,2
13,2200906,3,1
25,1950500,2,4
30,2601001,2,1
8,1552500,2,1
24,1201401,2,4
1,1211200,3,2
27,119202,2,1
19,1651503,2,2
6,2200300,2,3
2,1200001,2,1
4,215510,3,2
7,1305202,2,2
4,1552500,2,3
24,1651503,2,4
23,215510,3,1
27,1553008,3,1
23,1202000,2,3
21,1200001,2,4
1,1450502,3,1
14,51101,2,2
9,1200001,2,4
26,2154002,3,3
19,121120,3,2
25,1456002,2,1
10,1200001,2,2
12,1402000,3,2
4,1200502,3,1
26,140100,2,3
14,1200001,2,5
10,1200001,2,2
13,1552500,2,2
20,1200001,2,3
14,5110,2,3
11,1450003,2,1
12,1552500,2,5
9,119202,2,1
18,1950500,2,1
27,1402000,3,1
11,1657200,3,3
6,511001,2,2
14,1200001,2,3
5,2201602,3,1
13,1552500,2,2
3,1450502,3,3
26,1200001,2,2
9,2650101,2,2
10,1200508,3,2
30,1200001,2,4
11,2155500,2,1
14,1200502,3,2
16,1654501,3,3
4,1600500,3,1
4,2200601,3,4
12,1553001,3,3
13,2203901,3,3
13,1553004,3,3
10,1200001,2,4
17,2300000,2,4
23,1702000,2,3
4,1200502,3,3
5,1200001,2,4
11,1552500,2,5
4,1702000,2,4
22,2601001,2,2
28,1552500,2,3
4,1651503,2,1
26,2052501,3,2
10,2200300,2,2
13,2200300,2,3
5,1950501,2,3
12,1601001,3,2
17,1200001,2,2
18,1552500,2,1
3,2200300,2,3
5,1201401,2,4
13,1651503,2,2
30,2601001,2,3
7,1950501,2,3
18,1552500,2,4
12,2402001,1,1
6,1651503,2,1
12,1401501,2,4
26,1402000,3,2
22,140100,2,1
18,1553001,3,1
4,2200300,2,3
18,1450502,3,1
12,1202000,2,3
25,1200503,3,1
20,5110,2,4
4,2302501,3,1
15,1552500,2,1
4,1200507,3,1
27,2650101,2,3
23,1450001,2,3
2,1200504,3,2
16,1552500,2,3
3,1552500,2,2
25,1553008,3,1
30,1456002,2,4
25,9000035,0,3
27,0,1,1
12,1701003,3,1
10,1553004,3,3
6,1950500,2,2
30,2053000,2,1
19,24500,2,1
2,1200512,3,1
18,1553001,3,4
24,1552500,2,3
6,1553001,3,3
7,215510,3,5
20,1200001,2,1
11,1601503,3,1
18,1200501,3,4
21,1552500,2,3
27,5300,3,3
15,1211100,2,1
29,2650101,2,1
30,1200502,3,1
21,1200503,3,3
4,1552500,2,4
5,2052501,3,2
24,1456002,2,1
13,1552500,2,2
14,1700500,2,2
6,1200001,2,3
26,2201601,3,1
2,1600500,3,2
5,119203,2,4
26,1200502,3,2
16,1200001,2,2
17,1553005,3,2
17,51101,2,1
4,215510,3,1
2,2155500,2,4
17,511001,2,5
29,265031,3,4
5,1201401,2,3
9,1601504,3,2
3,1305201,2,3
14,1200001,2,5
7,51104,2,4
5,1552500,2,5
4,1553008,3,4
11,1200001,2,4
8,265031,3,4
12,1601502,3,4
8,1450502,3,1
12,1600500,3,1
14,1552500,2,2
18,1552500,2,2
19,1553004,3,2
15,140100,2,2
11,2200300,2,5
25,1450501,3,4
12,1200001,2,4
26,1553001,3,1
22,0,1,1
2,265031,3,1
17,160102,3,3
20,1252501,3,4
16,1150001,2,3
6,1200001,2,1
7,511001,2,2
1,1211100,2,1
25,1200502,3,1
13,1651503,2,2
6,1200502,3,3
10,215510,3,2
1,2603202,3,1
3,1200001,2,4
20,240301,2,2
9,1200502,3,1
11,1450001,2,4
22,215510,3,4
11,511001,2,2
11,1552500,2,2
16,1200502,3,1
8,1200001,2,4
5,1902300,2,3
13,2203901,3,2
24,1200512,3,1
15,2650102,2,3
23,1211300,3,1
2,1200508,3,2
1,1950500,2,4
19,1200502,3,2
26,2204301,3,3
25,215510,3,1
14,265031,3,3
12,215510,3,1
10,1600500,3,1
8,2601001,2,2
19,1450502,3,4
16,1200001,2,3
19,1553004,3,3
4,1601001,3,3
18,1702000,2,5
5,215510,3,5
17,1200001,2,1
9,5700600,4,4
6,1552500,2,3
17,1651601,2,2
2,1200001,2,4
15,2200300,2,4
10,1600500,3,2
21,1201401,2,4
16,1450502,3,1
9,1211200,3,4
20,1552500,2,1
4,1402000,3,3
2,1200001,2,4
6,1651503,2,2
17,160102,3,1
14,140100,2,1
15,215510,3,4
5,1651503,2,2
7,2200300,2,1
20,1211200,3,1
12,1552500,2,1
5,1601503,3,2
18,2201601,3,3
5,1601503,3,2
11,511001,2,3
2,1200502,3,1
26,1553008,3,2
3,1552500,2,1
26,1552500,2,2
14,1654501,3,2
6,1450502,3,2
16,1200001,2,4
20,1553008,3,4
14,2200300,2,3
1,1450501,3,4
10,1552500,2,3
29,1552500,2,5
27,1201401,2,4
11,120053,3,3
2,1211100,2,1
12,10125,1,1
27,1200001,2,4
16,1651503,2,3
5,1450502,3,1
4,1211200,3,2
16,1552500,2,3
20,2200300,2,3
4,1706501,3,2
13,1552500,2,2
2,51101,2,4
12,2650208,3,2
4,2650201,3,1
7,1654501,3,1
5,1651503,2,2
12,1651503,2,1
1,119202,2,4
28,1552500,2,3
2,265031,3,1
7,215510,3,3
4,1702000,2,3
19,1651503,2,2
14,5700600,4,4
13,1601001,3,4
7,2650201,3,2
17,2200601,3,3
14,1201401,2,3
6,1702000,2,3
26,1200502,3,3
23,1553001,3,4
13,60001,4,2
7,215510,3,1
11,240301,2,1
9,1200502,3,2
4,1552500,2,2
18,1552500,2,4
27,1552500,2,3
24,1651503,2,1
5,1651503,2,3
18,1702000,2,1
20,2402601,1,3
25,1200503,3,1
26,41501,3,1
8,1553008,3,2
7,1200001,2,2
2,1200501,3,4
17,1200511,3,4
10,1200001,2,4
1,1200502,3,2
17,1552500,2,1
3,1211200,3,5
8,2053000,2,1
22,1200001,2,1
10,1201200,3,2
5,215510,3,4
6,1200001,2,4
5,215510,3,1
17,2650102,2,1
19,1402502,3,2
24,1600500,3,1
11,1211100,2,2
12,1601503,3,3
12,1211300,3,2
3,1211100,2,2
11,1450001,2,1
16,1200001,2,5
23,1200001,2,3
18,1402000,3,4
19,1654501,3,4
3,1200001,2,4
11,215510,3,4
2,245002,2,1
16,1200001,2,1
17,1201800,3,2
27,2650101,2,4
12,9000049,0,2
5,1211100,2,2
9,215510,3,1
21,1552500,2,4
19,1651503,2,1
10,1200501,3,2
23,1553012,3,2
22,140100,2,2
13,1201401,2,2
15,1200001,2,3
5,1651503,2,4
24,1552500,2,3
27,2650101,2,4
16,215510,3,1
9,1200800,3,4
11,1651503,2,2
27,1211200,3,4
2,1305201,2,3
18,1552500,2,1
10,1211100,2,2
1,1553001,3,1
16,1200001,2,2
15,1402000,3,2
15,1200501,3,3
21,1200502,3,5
18,1552500,2,1
8,1200001,2,2
17,2200300,2,5
3,1201500,2,2
17,1601001,3,2
1,1450502,3,2
4,121110,2,4
14,215510,3,2
1,1451000,3,3
19,1403500,2,1
5,215510,3,4
17,51101,2,3
4,1200501,3,4
16,1350500,2,3
7,1200001,2,3
17,1200503,3,4
18,1200001,2,4
3,2650101,2,1
15,1202500,3,2
16,1651503,2,1
5,1600500,3,2
2,511001,2,3
17,1211100,2,4
26,1200001,2,3
24,1651601,2,2
8,1200502,3,4
11,51101,2,4
24,1200001,2,4
23,16804,3,3
24,1201500,2,2
7,265031,3,3
17,215510,3,2
8,215510,3,1
2,1552500,2,1
24,511001,2,3
19,2200604,3,1
6,1200001,2,3
20,121110,2,4
23,2155600,3,4
18,1657200,3,3
20,2203901,3,1
27,511001,2,3
10,1200512,3,4
15,240301,2,1
15,1902300,2,4
22,1202500,3,1
7,155302,3,3
25,1651503,2,3
1,511001,2,1
9,1702000,2,3
17,1200502,3,2
3,1553001,3,3
3,1701003,3,3
14,1200001,2,1
11,511001,2,1
14,2052001,2,2
7,1200001,2,2
10,1950501,2,4
11,1200001,2,3
7,1553001,3,4
25,1554001,3,1
23,1552500,2,3
7,1552500,2,4
3,2650101,2,3
22,1200001,2,4
18,2650201,3,4
1,1200001,2,2
14,2224001,3,4
24,1552500,2,1
23,1552500,2,1
11,2601001,2,3
3,1552500,2,4
18,1651503,2,2
10,1950800,3,4
7,1552500,2,3
28,2601001,2,2
1,1200502,3,4
7,119203,2,1
13,2200300,2,2
19,1211100,2,2
12,5110,2,2
18,2650101,2,1
29,1200001,2,2
14,1200502,3,1
30,1552500,2,3
30,1306502,3,5
11,1302503,3,2
1,1450501,3,5
10,2650201,3,1
24,1553501,3,2
13,1201401,2,2
2,1200001,2,1
7,1950500,2,1
8,215510,3,4
24,1211100,2,4
23,1552500,2,1
10,1553004,3,4
11,1202000,2,4
11,1651503,2,1
12,1651503,2,2
17,215510,3,4
14,2601001,2,4
21,2601001,2,3
9,355000,2,2
11,1601504,3,4
12,1402000,3,1
5,1201401,2,4
14,2200605,3,3
6,1201401,2,3
30,1552500,2,1
5,1553001,3,3
10,1552500,2,1
13,1200001,2,4
18,1200001,2,3
1,5110,3,4
19,1201001,3,2
6,1200001,2,3
6,2201601,3,2
9,1702500,3,3
21,511001,2,5
13,2203100,3,3
15,1200001,2,3
6,511001,2,3
3,1200001,2,4
15,1200001,2,3
28,1402000,3,3
29,160102,3,5
5,2155003,2,1
17,511001,2,1
1,265031,3,1
28,1200001,2,3
13,1200001,2,2
9,1456002,2,1
21,0,1,2
13,511001,2,3
5,1601001,3,2
13,1553008,3,2
11,1657200,3,3
6,1553004,3,3
21,215514,3,2
4,2053000,2,2
12,2201601,3,1
19,1657300,3,3
2,2601001,2,4
7,1211100,2,3
3,1402000,3,1
23,1200502,3,3
1,2403002,2,3
30,1200001,2,2
20,2200300,2,3
2,1201500,2,4
29,1202000,2,2
5,1201401,2,4
21,1651503,2,1
13,1200001,2,1
11,2155500,2,4
4,215510,3,1
15,1200502,3,3
28,1552500,2,3
25,1200001,2,4
27,1552500,2,2
10,1200501,3,3
14,215510,3,5
24,1200508,3,5
12,2201601,3,3
4,1200001,2,4
30,215510,3,2
13,1552500,2,3
4,1654505,3,2
12,1654501,3,2
20,1200001,2,5
16,1200001,2,4
22,1200001,2,4
24,2053000,2,3
1,1200502,3,1
12,2201601,3,3
2,2154002,3,1
28,1200800,3,4
3,160102,3,1
5,2403002,2,1
3,1702000,2,3
13,2200300,2,3
6,215510,3,5
12,2200300,2,2
9,1552500,2,4
2,1601002,3,3
12,1200001,2,2
10,2200300,2,1
10,51103,3,1
22,1450001,2,3
19,1702500,3,3
13,1402000,3,2
5,1200001,2,1
13,1702000,2,5
3,1303501,3,4
11,1751000,3,4
21,2450301,2,4
10,2650201,3,1
1,160102,3,4
18,215510,3,4
10,215510,3,3
14,1200501,3,4
13,2601001,2,4
8,1211100,2,2
20,1950500,2,3
23,9000049,0,3
30,1200001,2,1
4,1200502,3,2
15,2200300,2,2
2,1601001,3,2
7,1654000,2,4
10,1552500,2,5
17,1450502,3,2
25,1651503,2,1
6,2402603,1,4
25,1552500,2,3
19,1651503,2,4
22,2201601,3,4
20,1450001,2,3
9,1200001,2,3
4,1552500,2,4
25,1650501,2,1
11,1700500,2,1
15,265031,3,2
14,121110,2,2
12,1200001,2,2
4,2203901,3,2
12,2201601,3,4
15,1200502,3,2
17,1450001,2,5
1,1200001,2,1
18,1450001,2,3
10,2223501,3,4
1,1201401,2,4
30,1600500,3,1
6,1651503,2,1
4,511001,2,1
17,1651503,2,2
12,1552500,2,1
6,215401,3,5
9,1651503,2,4
10,2200300,2,2
1,1552500,2,3
17,511001,2,5
10,1553001,3,2
22,24500,2,3
1,1200001,2,1
7,511001,2,1
25,1201401,2,3
22,2200300,2,3
21,1654000,2,1
1,145004,2,5
20,2201601,3,2
6,1552500,2,3
5,9000049,0,3
12,1201500,2,4
13,160102,3,1
13,511001,2,2
25,1651503,2,5
8,1402000,3,1
11,1200001,2,3
24,1200001,2,2
17,1651503,2,3
9,215510,3,4
21,1200001,2,2
19,215510,3,1
27,1200001,2,2
4,265025,3,3
30,215510,3,4
8,1655000,3,4
4,1450001,2,3
12,2053000,2,1
13,2403001,2,5
18,1200800,3,3
8,1552500,2,4
5,1200501,3,5
28,1552500,2,3
9,1200001,2,1
12,1200503,3,2
9,1200001,2,3
16,1950500,2,3
10,1902300,2,3
4,5110,2,2
4,1654000,2,4
17,1200800,3,1
4,2200300,2,1
8,2650101,2,3
7,1200501,3,1
9,2200906,3,1
26,1200503,3,1
11,1200001,2,4
8,1200501,3,1
9,1601504,3,3
6,160151,3,1
14,1200001,2,5
24,2201601,3,3
1,1192000,2,2
23,37501,2,1
6,1552500,2,4
26,1200001,2,3
11,1202500,3,2
1,1553501,3,2
25,1200502,3,3
2,1200001,2,1
13,5110,2,4
17,1211200,3,2
16,1552500,2,1
18,215510,3,1
3,1601001,3,2
13,215510,3,2
19,511001,2,1
16,1450502,3,2
3,1200001,2,2
22,1200501,3,2
3,1700500,2,2
27,2200300,2,2
25,2650102,2,2
20,2200603,3,2
23,2202101,3,3
6,1601503,3,2
11,511001,2,1
15,215510,3,1
12,1201401,2,2
13,1552500,2,3
4,1402000,3,5
18,2650303,3,2
12,2053000,2,1
3,215510,3,4
26,1651503,2,1
19,1553008,3,4
6,1651503,2,1
22,51101,2,1
18,1200001,2,2
29,1201401,2,4
10,5110,2,2
18,1200001,2,4
23,1200001,2,2
12,265031,3,1
4,1702500,3,3
8,5110,2,4
3,1200001,2,3
27,1553001,3,3
26,2053000,2,3
7,1200503,3,1
3,1200502,3,3
15,215510,3,2
18,2201602,3,1
24,1651503,2,1
6,2601001,2,2
22,1552500,2,4
17,1201401,2,3
9,1600500,3,1
13,1552500,2,3
3,2403001,2,1
21,1200502,3,4
13,511001,2,2
18,2155003,2,2
20,1450001,2,3
14,1651503,2,2
29,1552500,2,3
6,0,1,3
15,1651503,2,2
5,5110,3,2
14,2601002,2,4
17,1200503,3,4
1,1651503,2,3
19,1700500,2,3
24,1211100,2,1
10,215510,3,1
27,1200001,2,4
10,1553004,3,1
28,215510,3,1
26,511001,2,2
28,1212000,2,2
15,2201601,3,3
25,2201601,3,1
21,2601001,2,4
30,1552500,2,3
14,121110,2,3
16,2223001,2,1
22,265031,3,2
10,1402000,3,3
5,1651503,2,1
21,1553008,3,2
1,1200501,3,1
22,1553005,3,4
28,2200914,3,4
22,215510,3,4
11,1450001,2,1
15,1211100,2,1
8,511001,2,2
19,1553008,3,1
26,2053000,2,3
30,1200001,2,1
9,1200502,3,2
12,1200001,2,2
5,2052501,3,2
24,1200001,2,4
1,5110,2,3
9,1651503,2,2
18,2200300,2,3
21,1651503,2,1
5,1553005,3,4
8,1651502,2,3
4,215510,3,1
14,130351,3,3
7,2053000,2,3
5,1200502,3,4
7,1553008,3,2
1,1200001,2,3
14,1651503,2,2
8,1651503,2,1
17,1552500,2,3
5,1450001,2,4
16,1552500,2,4
13,140100,2,3
10,2650101,2,3
3,1200501,3,4
4,1601504,3,3
22,5110,3,4
26,1450001,2,4
27,1211100,2,1
2,1200001,2,4
1,1402000,3,2
21,2201601,3,3
7,0,1,1
7,511001,2,4
3,1601504,3,2
1,1200502,3,3
7,1450001,2,3
26,1200001,2,3
3,265031,3,1
9,1456002,2,3
11,1402501,3,3
2,1200508,3,4
2,1552500,2,3
20,1211200,3,4
25,1552500,2,3
19,511001,2,4
14,511001,2,3
26,1601001,3,3
25,1200001,2,3
13,1600500,3,2
14,1200800,3,2
12,1200001,2,4
2,1702000,2,4
2,1450003,2,4
22,1950500,2,2
24,1200502,3,2
9,1651503,2,2
26,1552500,2,1
5,2650201,3,3
10,215513,3,1
7,160102,3,3
4,265091,3,5
9,1552500,2,3
18,215510,3,3
24,1450001,2,3
6,1552500,2,4
25,240301,2,1
1,1552500,2,3
23,2601001,2,2
2,2601001,2,1
17,1553005,3,2
2,1601001,3,1
23,1552500,2,3
29,1700500,2,2
28,1200001,2,2
24,215510,3,3
20,511001,2,1
14,1200001,2,1
28,1600500,3,3
5,215510,3,2
1,1200501,3,2
10,215510,3,1
12,215510,3,3
22,2650201,3,5
4,240301,2,3
16,1552500,2,1
3,1600500,3,4
13,1552500,2,2
13,1950500,2,1
13,6400,2,1
6,2650201,3,1
19,1651503,2,2
5,1202000,2,2
1,1200001,2,1
9,140100,2,1
5,1902300,2,4
18,1553008,3,2
23,1552500,2,3
14,1200001,2,3
21,1202500,3,3
29,1552500,2,4
23,1403500,2,4
14,1651503,2,3
2,1651503,2,2
7,1552500,2,3
10,2253001,2,1
10,215510,3,1
17,1450001,2,2
5,1211200,3,1
6,1553501,3,2
29,215510,3,1
3,1200700,3,2
10,1600500,3,1
6,215510,3,5
14,119203,2,1
26,1553001,3,1
7,1552500,2,4
5,1554201,3,1
21,265031,3,1
29,1305201,2,4
18,1200501,3,4
2,1200502,3,2
26,1654502,3,2
16,2200300,2,4
23,1200502,3,2
22,1200502,3,1
4,2200300,2,3
18,2601001,2,4
19,1950501,2,1
26,1200001,2,3
12,1202000,2,2
23,1701501,3,3
10,1552500,2,4
4,1554001,3,3
30,1201401,2,1
3,121110,2,4
12,215510,3,4
26,1402000,3,3
17,2650201,3,1
1,1654000,2,3
12,2405003,2,1
17,392,2,3
4,1200001,2,3
5,1950500,2,2
10,1201401,2,2
9,1651503,2,1
28,511001,2,1
21,1651503,2,2
7,1552500,2,1
24,1600500,3,2
5,5110,2,1
21,1950500,2,4
2,2223502,3,2
17,1202000,2,3
17,2202101,3,4
19,511001,2,2
19,5110,2,4
7,1451000,3,1
11,1553001,3,2
9,511001,2,5
19,2201601,3,3
4,1552500,2,2
5,140100,2,2
18,1200001,2,4
19,1552500,2,4
4,1200800,3,4
9,511001,2,2
8,0,1,1
21,1601001,3,3
11,2403002,2,1
12,1202500,3,1
18,1651503,2,2
21,1553005,3,3
4,1651503,2,3
27,1553008,3,4
21,2403001,2,1
29,1654501,3,4
28,1200001,2,2
30,1552500,2,4
4,120141,3,3
28,2201601,3,2
19,119203,2,1
18,1702000,2,3
29,1651503,2,2
7,1553001,3,4
19,1252503,3,3
18,1201401,2,2
29,1200001,2,1
22,1654000,2,4
3,1200501,3,3
13,1200001,2,1
11,2200300,2,1
16,5110,2,5
24,1200502,3,3
25,1201401,2,4
9,2650102,2,5
27,2200300,2,1
18,511001,2,3
19,1201001,3,1
18,1657200,3,3
29,1200001,2,1
17,1402000,3,2
3,1200001,2,3
16,1192000,2,1
28,5110,2,1
14,511001,2,3
25,2155203,3,4
23,1553501,3,3
23,2650101,2,3
19,1201401,2,4
4,120503,3,1
4,0,1,2
21,1600500,3,3
7,1702000,2,3
