DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
7,215510,3,3
29,1403500,2,3
14,1201401,2,2
11,1552500,2,3
12,1651503,2,1
4,2403005,2,2
16,1452000,3,1
24,1200001,2,4
17,1601001,3,2
27,2200300,2,1
17,1451000,3,3
10,1651503,2,1
15,2205003,2,2
14,1192000,2,4
4,1211200,3,4
9,1200001,2,2
10,2155201,3,1
12,1552500,2,2
12,1201401,2,3
13,160102,3,3
20,1200502,3,2
13,1200001,2,2
17,2200300,2,3
30,1552500,2,3
30,1501500,3,3
11,2053000,2,4
30,2601001,2,4
18,1601503,3,1
3,1552500,2,1
17,1702000,2,4
10,1655000,3,3
18,1601001,3,3
21,511001,2,1
12,1651503,2,1
24,1552500,2,1
10,1552500,2,2
22,1201401,2,1
11,2200300,2,4
13,1552500,2,3
23,1552500,2,3
28,1552500,2,1
9,1552500,2,1
12,2203901,3,3
2,2601002,2,4
21,1553001,3,3
3,1702000,2,2
8,0,1,3
6,1552500,2,2
11,1200502,3,4
23,1451000,3,5
10,1200001,2,2
23,2200300,2,1
6,2053000,2,3
3,1450003,2,2
25,1651503,2,5
9,1601504,3,1
12,1450502,3,4
22,1200001,2,1
3,0,4,4
7,1200502,3,2
12,1601001,3,2
4,1651503,2,1
3,1200503,3,1
17,1201401,2,4
16,1553008,3,1
4,1701004,3,3
26,5700600,4,4
21,1553008,3,3
4,160102,3,3
18,1552500,2,2
21,1950500,2,2
11,511001,2,2
5,1305201,2,1
15,1200001,2,3
17,1201001,3,4
26,2201601,3,3
6,511001,2,4
28,1553001,3,3
4,1553001,3,3
25,1402000,3,1
30,1552500,2,2
5,1651503,2,4
11,2201601,3,1
6,1450501,3,1
17,160102,3,2
23,1201401,2,4
11,1552500,2,4
21,265031,3,1
14,1651503,2,2
4,2201601,3,1
13,1200512,3,2
5,1553008,3,4
10,1601502,3,3
25,1200001,2,2
15,2650101,2,2
12,1600500,3,3
6,215510,3,3
26,1192000,2,1
27,1200001,2,4
10,1201401,2,1
7,2650101,2,1
24,1552500,2,1
28,265025,3,3
1,1200503,3,4
10,1651503,2,2
12,1651503,2,2
5,1200001,2,2
17,1553005,3,2
2,1403002,3,4
14,1651503,2,4
17,1553001,3,3
5,2205002,2,3
3,119202,2,4
16,215510,3,3
16,1200001,2,1
4,1200502,3,1
22,2601001,2,2
4,1651503,2,2
3,2601001,2,4
7,2200300,2,3
25,1600500,3,4
1,1552500,2,3
18,1552500,2,3
4,1200502,3,3
3,1552500,2,1
24,2650201,3,3
2,2601001,2,4
29,1552500,2,3
5,1600500,3,3
6,5110,2,3
16,1200001,2,4
24,1200511,3,3
11,12005,3,3
4,511001,2,2
26,1553008,3,4
24,1200001,2,2
12,511001,2,1
2,1456002,2,3
26,1200001,2,1
19,1552500,2,1
30,511002,2,2
10,1200001,2,1
22,1552500,2,4
13,2155500,2,4
15,1702500,3,2
3,1211100,2,2
17,1552500,2,1
17,2202101,3,4
10,1200501,3,3
17,1702000,2,4
19,1651503,2,1
20,2155003,2,4
14,1201401,2,2
10,511001,2,2
24,1950501,2,3
6,215510,3,2
5,1201401,2,1
2,1200001,2,4
5,1200800,3,2
13,2201601,3,3
27,160102,3,1
20,1552500,2,2
12,1553001,3,1
24,1200502,3,3
2,1200001,2,2
12,215513,3,5
7,1402000,3,1
19,1552500,2,3
6,1456002,2,1
6,1450001,2,1
10,2155003,2,3
13,1200001,2,3
1,1201401,2,4
29,1701003,3,1
3,215510,3,1
20,1200001,2,5
2,1552500,2,3
24,1552500,2,4
9,1657200,3,3
3,1305201,2,1
21,511001,2,2
22,1200001,2,3
10,2201601,3,2
11,2601001,2,4
26,1450502,3,1
22,215510,3,4
9,1650501,2,4
19,12005,3,2
2,215510,3,4
20,1950500,2,1
29,51101,2,5
26,2201601,3,1
13,511001,2,2
13,2650101,2,3
4,1200001,2,2
14,2053000,2,2
4,1450001,2,1
10,1651503,2,4
12,511001,2,1
25,1553005,3,1
20,1552500,2,1
1,1552500,2,3
22,1211100,2,3
12,1200501,3,3
18,215510,3,1
15,1553008,3,4
12,1601503,3,1
11,1450501,3,4
4,1201401,2,2
18,1553001,3,1
10,1211200,3,4
17,2200300,2,1
18,1200502,3,3
1,1305201,2,2
5,265031,3,1
13,1402000,3,1
23,51101,2,3
30,1651503,2,3
7,1552500,2,1
5,2200300,2,3
5,1200001,2,1
11,1200001,2,5
18,1201401,2,4
5,1200001,2,2
12,1450003,2,4
4,1202500,3,4
1,1200001,2,1
1,1211200,3,4
26,1552500,2,4
2,121110,2,2
9,511001,2,2
13,1651503,2,2
27,2201601,3,2
25,0,1,1
13,1200001,2,4
8,2200300,2,1
16,1552500,2,3
21,1601001,3,3
7,1552500,2,1
11,1200501,3,3
11,265031,3,4
11,1601001,3,1
21,5110,2,1
25,2200300,2,1
8,1200001,2,3
5,1200001,2,2
16,1200700,3,2
17,0,1,1
19,1200800,3,1
14,1211200,3,1
12,1200001,2,2
24,1700500,2,1
17,2200300,2,2
10,1450502,3,2
5,1651503,2,3
9,1651503,2,3
12,1702000,2,3
17,2201601,3,3
19,1651503,2,2
3,1706502,3,3
5,1553004,3,1
7,511001,2,4
14,1552500,2,5
17,1552500,2,3
26,1552500,2,3
3,1456002,2,1
26,1201401,2,1
23,1211300,3,1
8,1702500,3,4
4,1552500,2,3
2,215510,3,4
5,1553001,3,1
27,2300400,2,4
18,1702000,2,1
26,119202,2,5
24,1200001,2,4
9,1200502,3,4
18,2504504,3,3
16,1305300,3,3
11,1201401,2,4
3,1651503,2,1
3,1552500,2,5
22,1201401,2,4
27,1200001,2,2
9,1402501,3,3
11,1581500,3,2
22,1211100,2,3
4,215510,3,2
12,2601001,2,1
8,145004,2,3
7,1553008,3,1
14,1950501,2,2
23,2053000,2,3
5,511001,2,1
4,1552500,2,1
26,1200501,3,4
24,5110,2,4
3,1601503,3,2
13,1200001,2,3
9,1553001,3,4
15,1552500,2,4
6,215510,3,5
4,1200501,3,1
3,1200001,2,2
18,1553008,3,4
12,1651503,2,3
21,511001,2,5
2,2403002,2,1
3,1552500,2,4
16,1553001,3,1
10,1402502,3,2
14,215510,3,3
20,511001,2,2
16,1601501,3,1
19,1654501,3,1
25,1651503,2,1
18,1200502,3,3
15,1552500,2,4
18,1552500,2,1
18,1651503,2,1
23,1553501,3,3
16,511001,2,1
12,1650600,3,1
12,1200001,2,1
2,1200001,2,2
12,1402000,3,4
11,215513,3,2
1,1200001,2,1
6,1657200,3,3
20,1706503,3,1
7,1200001,2,4
20,2201601,3,2
16,1552500,2,4
18,2204301,3,4
20,1450502,3,3
19,2403001,2,1
19,1552500,2,2
12,1651503,2,1
13,1402000,3,1
16,215510,3,1
1,1200001,2,4
18,1200001,2,3
8,2702500,2,4
1,265031,3,3
3,1552500,2,3
12,1601502,3,4
2,2403001,2,1
23,1553001,3,3
6,2650101,2,4
4,1200001,2,3
18,215510,3,4
25,0,2,2
5,2155600,3,1
7,1600500,3,3
5,2201601,3,2
11,1211200,3,2
18,1601001,3,1
4,1601001,3,3
6,1202000,2,2
15,1200512,3,1
20,1552500,2,2
5,160102,3,3
16,1200001,2,3
30,2601001,2,4
11,1552500,2,4
6,5700600,4,4
26,1651503,2,3
13,2200300,2,2
28,1200001,2,3
9,1601504,3,1
25,1450001,2,3
30,1701501,3,1
19,1200501,3,1
30,1402000,3,4
27,1654501,3,1
28,1600500,3,2
24,1201401,2,4
23,1200800,3,2
12,1552500,2,4
2,1200001,2,1
17,1450502,3,2
1,1552500,2,2
12,1200503,3,4
13,1651503,2,1
22,1702000,2,2
3,1450501,3,3
17,1552500,2,1
1,1200001,2,1
11,1707002,3,3
2,511001,2,2
29,1401501,2,1
24,2650201,3,1
24,1403500,2,4
3,1200001,2,2
6,215510,3,4
13,1950500,2,3
14,121110,2,2
2,1552500,2,3
16,215510,3,1
14,1202000,2,2
5,1950500,2,1
5,1552500,2,3
18,1553008,3,2
10,1601501,3,3
5,1657200,3,3
10,1651503,2,2
25,1651503,2,3
1,1200501,3,4
23,1192000,2,2
5,2200300,2,3
17,6000,2,3
14,1201401,2,2
6,1252501,3,5
17,1202500,3,1
18,1651503,2,2
24,1201500,2,1
14,1651503,2,1
15,1200511,3,3
3,1200001,2,2
25,1651503,2,3
3,1450502,3,3
15,1552500,2,1
25,1651503,2,3
29,2200300,2,4
9,2155600,3,5
26,1306503,3,4
9,1553001,3,4
3,1200001,2,1
25,1651503,2,1
16,165154,2,4
17,1200001,2,2
4,1701003,3,4
14,2402603,1,1
20,2601001,2,1
12,1401501,2,4
16,215510,3,2
4,1700500,2,1
25,1501500,3,3
30,2650101,2,2
13,1600500,3,1
1,1303501,3,1
19,0,1,3
8,1200502,3,3
22,511001,2,1
11,1202500,3,3
7,1702000,2,4
16,1552500,2,3
27,1552500,2,4
3,1204503,2,1
18,1553001,3,2
26,1552500,2,4
4,5110,3,1
8,2403005,2,2
19,1200501,3,1
1,1651502,2,3
6,2155006,2,2
22,2601001,2,1
5,1553005,3,4
18,1211300,3,2
11,2403002,2,4
8,1201401,2,2
6,1552500,2,1
12,1200503,3,4
30,1200001,2,4
7,119202,2,4
17,1902503,2,3
7,1451000,3,3
29,1200001,2,3
4,1200501,3,3
8,215510,3,5
20,140100,2,3
7,1553001,3,3
10,2155003,2,2
4,1200001,2,1
7,119203,2,3
28,1654502,3,3
3,1211200,3,4
14,511001,2,2
16,1651503,2,2
22,2650201,3,2
20,160102,3,4
11,2155500,2,1
6,2200300,2,1
19,1902300,2,1
5,1651503,2,3
23,1702000,2,3
15,1403500,2,4
25,1651503,2,3
23,1552500,2,3
5,215510,3,4
16,2203901,3,3
9,1200001,2,2
1,1200001,2,4
18,1552500,2,3
16,1651503,2,2
13,1552500,2,2
2,2650101,2,4
8,1450502,3,1
7,2601001,2,3
24,1601001,3,4
7,2650101,2,3
29,2200300,2,1
23,1402000,3,1
30,1201401,2,4
15,1200001,2,3
9,1601504,3,2
12,511001,2,2
24,1601504,3,3
16,1651503,2,1
1,1200503,3,1
19,1552500,2,1
10,51101,2,2
29,1600500,3,1
24,1702500,3,1
27,2201601,3,2
21,1450001,2,2
11,215513,3,2
23,2201601,3,2
3,2053000,2,3
19,140100,2,5
23,5110,2,4
5,1200001,2,2
8,1200001,2,4
9,2403002,2,3
14,0,1,3
30,1553501,3,1
26,1600500,3,2
28,1552500,2,3
17,1402501,3,4
19,1202000,2,2
20,2053000,2,1
9,1700500,2,2
3,1200001,2,5
18,1200512,3,1
20,2200300,2,2
10,1706501,3,2
8,1211200,3,1
13,1402501,3,2
24,2200300,2,3
11,2650201,3,1
20,1651503,2,2
9,1200001,2,1
14,1200001,2,5
21,1702000,2,2
22,1200001,2,3
11,1402502,3,1
12,1651503,2,2
19,1601501,3,4
19,1651503,2,3
13,1552500,2,4
5,1651503,2,1
25,215510,3,1
25,1702000,2,1
5,1202500,3,4
2,1200502,3,1
15,2053000,2,5
16,2201801,3,3
10,9000049,0,3
8,1552500,2,1
1,265031,3,1
11,1552500,2,4
10,1707002,3,1
4,1200502,3,2
28,1651503,2,1
5,1456002,2,3
4,1702500,3,1
27,1651601,2,1
10,1252501,3,2
26,1200502,3,2
5,1200001,2,1
8,2601001,2,1
25,1252501,3,1
12,1200001,2,4
6,1552500,2,4
30,1200001,2,3
15,1651503,2,1
3,1200001,2,2
5,1200001,2,4
22,1654000,2,1
1,1553005,3,3
7,2650201,3,3
5,5110,3,4
5,2650102,2,3
18,1450501,3,1
4,1651503,2,3
1,1450001,2,4
28,511001,2,3
8,511001,2,5
12,1651503,2,1
13,1200502,3,2
27,1200001,2,4
19,1211200,3,1
3,140100,2,1
5,2650201,3,1
27,2200300,2,1
11,1450001,2,1
1,1200001,2,5
26,1553501,3,2
4,2203901,3,4
21,265031,3,3
11,1450502,3,4
18,2200300,2,2
11,1600500,3,2
7,10125,1,1
6,265031,3,2
8,215510,3,4
4,1200001,2,2
5,1402000,3,4
12,2200300,2,3
6,1552500,2,3
19,140100,2,2
3,2650201,3,1
22,1450502,3,1
7,1200502,3,5
5,51101,2,1
18,2650102,2,2
12,240301,2,1
3,1450502,3,1
19,1552500,2,1
6,2203901,3,2
11,1200001,2,1
13,1651503,2,5
4,511001,2,2
3,1200001,2,4
23,1450502,3,1
11,1200001,2,4
16,1450001,2,5
1,1200001,2,1
7,1651503,2,4
4,1657300,3,3
14,1450502,3,4
20,2154002,3,1
13,1553001,3,3
10,1553008,3,4
22,1601502,3,1
8,1211200,3,3
11,1211100,2,3
17,1553501,3,3
18,2200300,2,1
24,2650101,2,5
12,1552500,2,5
16,2155500,2,1
19,160102,3,2
11,2053000,2,1
2,1552500,2,4
23,265031,3,1
25,1402000,3,4
5,2201601,3,2
8,1450502,3,3
11,2650201,3,3
17,511001,2,2
11,2450302,2,1
20,2201612,3,4
23,1706501,3,5
27,1552500,2,1
18,1552500,2,3
1,2403001,2,1
6,1202500,3,1
12,215510,3,1
14,2155201,3,3
11,1601502,3,4
11,1200001,2,1
15,1450502,3,1
24,1200501,3,2
4,1200800,3,2
2,1552500,2,2
29,1553004,3,3
9,1601504,3,2
12,215515,3,1
14,2600001,3,1
5,1200001,2,4
4,1552500,2,2
9,1202500,3,2
4,1552500,2,2
5,1651503,2,1
6,1200001,2,1
27,2650201,3,1
24,2203901,3,1
9,5110,2,2
21,2200601,3,2
28,1651503,2,3
26,1201401,2,4
16,1451000,3,1
1,2650101,2,1
11,215510,3,4
19,1553001,3,2
27,2203901,3,2
6,1601001,3,3
13,1201401,2,2
16,1654000,2,4
12,1200512,3,2
18,2201802,3,1
5,2200300,2,1
18,1552500,2,2
8,1450502,3,4
8,1651503,2,1
28,1553001,3,4
18,1200501,3,4
21,2601001,2,1
10,160102,3,4
9,2650101,2,4
25,1651503,2,1
5,2052001,2,2
17,265031,3,1
24,1202000,2,3
17,1201401,2,2
22,215510,3,4
17,2650101,2,1
22,1201401,2,2
26,2200601,3,1
27,2154002,3,4
13,1651503,2,1
11,1200503,3,2
24,1201500,2,3
28,1200001,2,4
2,1202500,3,1
19,1200501,3,3
10,1651503,2,2
30,1702500,3,3
12,51101,2,1
4,1200001,2,3
11,2223001,2,2
21,1200001,2,4
11,1211100,2,4
7,1601001,3,2
30,2650101,2,1
10,1456002,2,1
28,1200001,2,2
26,5110,2,4
24,1552500,2,1
2,1450502,3,2
9,2201605,3,4
25,1200502,3,4
3,1200001,2,2
21,511001,2,2
12,240301,2,1
20,1201401,2,1
21,215510,3,2
19,2205002,2,1
20,1600500,3,3
20,2601001,2,1
25,1650501,2,1
4,265031,3,1
14,119202,2,5
13,6400,2,1
26,1200001,2,2
12,121110,2,2
26,119202,3,1
11,2403005,2,1
24,215510,3,4
2,215510,3,4
9,5110,2,2
19,2200300,2,3
8,1601503,3,4
26,1553008,3,3
25,2053000,2,4
16,1654000,2,3
23,5110,2,4
15,1200501,3,4
16,265101,3,1
9,1201401,2,2
8,1600500,3,2
26,1200501,3,2
4,1902300,2,1
17,1600500,3,2
3,1450001,2,2
1,1450001,2,4
16,2650101,2,2
9,1200502,3,2
4,1402501,3,1
28,1200001,2,4
22,2403001,2,4
6,1200001,2,3
16,1553001,3,1
4,2203901,3,1
14,0,1,4
19,215510,3,1
29,1651503,2,1
7,1651503,2,1
13,215510,3,3
10,1200001,2,4
13,1601001,3,3
2,1553008,3,1
11,1553001,3,3
8,1200001,2,4
11,215515,3,4
28,1950500,2,4
16,511001,2,1
21,215510,3,3
13,1600500,3,3
16,1200501,3,3
22,265031,3,1
6,1211100,2,3
19,5110,3,1
15,1200001,2,4
9,120080,3,2
18,1553010,3,2
5,5700600,4,4
4,215510,3,1
17,1200501,3,1
3,1200800,3,1
9,1200001,2,4
2,120001,3,2
12,1651503,2,4
9,215510,3,3
9,1211200,3,1
30,215510,3,4
14,1600500,3,3
21,1200001,2,2
30,51103,3,1
9,1192000,2,4
10,1651503,2,3
24,2200300,2,2
14,1600500,3,3
25,2650102,2,1
20,2601001,2,4
29,1201800,3,3
19,1200001,2,4
10,215510,3,4
28,1552500,2,2
4,1552500,2,5
20,215510,3,4
24,1706501,3,3
30,2200300,2,1
12,2155003,2,5
5,1552500,2,4
15,51104,2,3
24,215510,3,3
30,1553501,3,1
16,1601001,3,4
8,1200001,2,2
6,1553001,3,2
21,1450001,2,1
25,2200300,2,4
8,1600500,3,2
14,511001,2,2
9,1450001,2,1
26,2155003,2,2
15,1651503,2,2
23,2601001,2,2
8,215510,3,4
19,1552500,2,4
23,1651503,2,3
25,1305201,2,4
3,1950500,2,3
20,1552500,2,2
21,1651503,2,2
4,2201601,3,2
6,140100,2,1
14,1450502,3,3
21,511001,2,1
12,2201601,3,1
12,1702000,2,2
24,511003,3,5
7,2201601,3,3
25,2601001,2,1
23,1200001,2,3
22,1200502,3,1
3,1305201,2,4
5,1651503,2,1
20,1552500,2,3
23,5110,2,5
7,1305201,2,2
12,1654501,3,3
3,1553008,3,4
18,215510,3,2
20,2201601,3,2
21,1201300,3,2
12,0,1,1
7,1202000,2,1
15,2403001,2,3
23,1552500,2,4
20,1553001,3,1
10,1950500,2,2
26,1211200,3,1
25,1200001,2,2
25,1200001,2,3
12,1702500,3,4
12,1702500,3,4
18,5110,2,2
4,2155500,2,3
17,1600500,3,1
9,1601504,3,3
1,1553001,3,3
27,9000049,0,1
26,2200300,2,4
2,1200002,2,4
22,1200001,2,1
17,1200502,3,1
24,1651503,2,1
7,2601001,2,3
14,265031,3,2
15,2403001,2,1
2,1553005,3,2
22,1552500,2,4
11,1200001,2,2
4,1402000,3,2
11,1553005,3,4
24,160102,3,2
18,2403001,2,5
8,1552500,2,2
13,215510,3,1
7,1200502,3,4
24,1552500,2,2
26,1553001,3,1
22,1552500,2,3
23,140100,2,3
4,1553001,3,3
18,160102,3,3
29,1200001,2,3
4,1553004,3,2
9,1200512,3,4
7,1651503,2,1
14,2052002,2,2
30,2650102,2,5
3,1305201,2,3
6,2200300,2,3
13,511001,2,1
13,1552500,2,2
19,1200502,3,4
13,1654000,2,1
14,1552500,2,3
2,1601002,3,3
5,1651503,2,2
5,1553005,3,3
9,1305201,2,4
9,2053000,2,4
13,215510,3,2
22,1450502,3,2
12,1402000,3,4
17,215510,3,4
17,1601503,3,1
30,1202000,2,4
13,1211100,2,2
15,145004,2,3
10,1651503,2,1
10,1651503,2,3
2,265031,3,4
27,1211200,3,2
7,1201401,2,1
9,215510,3,5
27,1200001,2,1
9,1702000,2,2
12,511001,2,3
4,1402000,3,3
21,1456002,2,3
20,1200502,3,3
24,1450001,2,1
20,1552500,2,3
1,1450001,2,2
10,2601001,2,3
30,2201601,3,4
11,1552500,2,1
19,1651503,2,4
15,1456002,2,1
15,1200503,3,1
17,2200300,2,4
1,1702000,2,3
23,215510,3,1
3,1200502,3,3
18,215510,3,2
24,1950500,2,1
23,5110,2,2
14,1601503,3,1
20,1201401,2,4
16,2155201,3,1
15,1450502,3,4
10,1200001,2,3
20,1200001,2,4
1,160102,3,4
6,1651503,2,1
23,511001,2,3
29,119202,2,5
5,1201500,2,1
13,1200001,2,1
29,511001,2,4
1,2403001,2,2
25,1552500,2,3
26,2203901,3,1
17,1450502,3,1
5,1553004,3,1
5,1553008,3,4
26,1651503,2,3
7,2650101,2,1
6,2200300,2,3
16,1700500,2,1
24,1200001,2,2
24,1651503,2,4
9,1601504,3,1
18,1552500,2,4
5,1402000,3,4
3,1403500,2,1
8,1211100,2,5
17,1601502,3,1
23,1201401,2,2
17,1202500,3,3
29,1200502,3,2
25,1902300,2,1
4,1305202,2,4
10,1554001,3,4
14,1553001,3,2
29,2601001,2,4
2,1200001,2,3
17,1601503,3,1
28,215510,3,4
10,1651503,2,2
12,1450001,2,2
13,1651503,2,1
24,140100,2,1
12,1553005,3,3
2,1552500,2,2
13,160102,3,3
14,1305201,2,2
16,1552500,2,5
2,1200001,2,3
10,1211200,3,3
3,1402000,3,1
16,1552500,2,3
12,2201602,3,3
14,1651601,2,1
5,1202000,2,4
24,265031,3,3
4,2601001,2,2
20,2203901,3,2
14,1451000,3,2
11,1552500,2,2
11,1552500,2,1
10,1553001,3,2
19,1702000,2,2
19,1553501,3,2
8,215514,3,4
29,1200001,2,3
27,2403001,2,2
5,1553004,3,1
11,1552500,2,1
26,1200502,3,2
18,1200001,2,2
18,1651503,2,1
16,2201601,3,1
10,2200300,2,2
9,1601504,3,2
18,1553005,3,4
13,1552500,2,1
27,1200001,2,4
20,1402501,3,1
25,1702500,3,2
24,2200300,2,4
2,1553005,3,1
2,1450502,3,1
14,1200001,2,2
28,511001,2,3
1,1950001,2,1
28,1200001,2,1
6,1654502,3,3
11,1950500,2,2
8,5110,3,1
23,160102,3,2
24,1201401,2,2
27,5110,3,3
18,1450502,3,4
6,1201401,2,2
18,1600500,3,3
1,1201500,2,4
10,1200001,2,4
14,1200001,2,1
17,6000,3,2
22,1200001,2,1
16,2650201,3,1
9,120053,3,4
2,1200502,3,3
8,511001,2,2
29,1211100,2,1
25,1202500,3,2
10,1200501,3,1
17,1552500,2,2
19,1202000,2,2
19,1201401,2,4
9,1651503,2,2
12,1702000,2,3
11,511001,2,4
7,2053000,2,2
19,1450502,3,2
17,1651503,2,3
24,1654502,3,4
16,1552500,2,3
10,2403002,2,2
12,1202500,3,4
23,2650101,2,1
12,1402000,3,4
25,1200002,2,4
4,1200512,3,5
21,2200300,2,3
28,0,1,2
5,1200001,2,1
14,0,2,3
14,1450001,2,4
23,1200001,2,2
9,1201401,2,1
13,1211200,3,4
10,1200001,2,3
16,215510,3,4
18,2650101,2,5
27,1651503,2,1
21,2201608,3,3
20,51101,2,4
24,2650201,3,1
3,1211100,2,1
16,1200512,3,1
19,1200001,2,4
3,1600500,3,4
25,1200001,2,1
13,1552500,2,1
6,1402000,3,1
20,1201500,2,3
9,1552500,2,2
29,1552500,2,2
25,5110,2,4
11,2155500,2,4
6,1211100,2,1
17,1200001,2,3
20,2650201,3,1
15,1450502,3,2
22,1702000,2,1
20,1657200,3,3
21,1402000,3,1
9,1654000,2,3
2,2601001,2,4
27,1402000,3,1
15,1701003,3,2
19,1552500,2,3
29,1402501,3,1
8,1701501,3,1
3,1654501,3,3
24,1402501,3,3
16,140100,2,1
11,2052002,2,2
19,1552500,2,1
18,1200502,3,3
29,1654000,2,4
18,1402501,3,4
12,9000015,0,3
11,2601001,2,4
12,215510,3,4
2,1200001,2,2
20,1651503,2,2
5,1552500,2,3
3,1402000,3,3
25,2201606,3,3
24,1200502,3,4
13,1450502,3,5
18,5110,2,3
11,1451200,3,1
20,1201300,3,3
19,2650101,2,2
19,1552500,2,5
5,1552500,2,3
26,1305201,2,3
20,2201607,3,4
12,1200501,3,2
10,1252501,3,2
28,1200502,3,4
4,1402501,3,1
23,1553008,3,2
8,511001,2,4
5,1451000,3,3
19,2223002,2,2
15,1700500,2,2
1,1200001,2,2
1,2053000,2,2
21,511001,2,1
7,511001,2,2
1,1200502,3,1
18,1450502,3,3
1,1704002,3,1
13,2650101,2,3
15,1552500,2,4
21,1450502,3,2
12,1201500,2,2
16,1654505,3,2
5,119203,2,1
1,1552500,2,4
18,1403500,2,1
27,2650101,2,3
24,2403002,2,2
3,1553001,3,3
4,1702500,3,4
18,1200503,3,2
9,1211200,3,1
6,1654505,3,2
13,1651503,2,2
24,1200001,2,2
25,1601001,3,2
17,2631500,3,4
9,37502,4,1
14,1402501,3,4
30,1950700,3,1
10,1552500,2,2
27,1552500,2,2
29,1553005,3,3
13,2200300,2,2
1,1651503,2,3
6,1701003,3,3
18,215510,3,3
9,1601001,3,2
13,1651503,2,1
28,1402000,3,5
7,215510,3,4
4,0,1,3
5,1552500,2,2
19,1552500,2,4
27,1657200,3,3
6,1552500,2,3
26,2650101,2,4
9,1403500,2,4
29,1200001,2,1
26,1450502,3,4
23,1553005,3,3
11,1552500,2,1
19,5700600,4,4
1,1700500,2,3
4,1200001,2,2
8,1200001,2,4
30,1553001,3,4
6,1552500,2,3
1,2053000,2,2
6,1651503,2,3
21,1651503,2,3
23,2650102,2,1
4,1553008,3,2
18,2201601,3,2
2,265031,3,1
1,1702500,3,4
17,1201500,2,2
12,1650501,2,4
18,1601001,3,3
6,215510,3,2
9,215510,3,1
28,2201601,3,2
4,511001,2,1
21,24500,2,3
4,265031,3,1
3,1654000,2,3
25,1600500,3,3
6,1552500,2,3
3,1552500,2,3
12,1201001,3,2
14,1200001,2,1
11,1200001,2,2
19,1553501,3,2
27,1201500,2,1
30,1200001,2,1
15,2601001,2,2
6,2200300,2,3
5,2200300,2,1
30,1600500,3,3
24,1200001,2,4
6,1702500,3,1
6,1601503,3,2
2,512000,2,1
22,1702000,2,4
13,1651503,2,2
13,1200001,2,4
11,2300400,2,4
11,2204301,3,3
20,2201601,3,1
11,1200001,2,2
14,1702500,3,5
9,1701003,3,2
8,215510,3,4
11,1200001,2,3
4,1651503,2,4
4,140100,2,3
8,1552500,2,1
8,51101,2,5
22,160102,3,2
10,1702500,3,3
6,2403005,2,1
23,1200502,3,2
14,511001,2,2
6,511001,2,4
18,1552500,2,4
1,1200501,3,5
16,1553008,3,2
12,1651503,2,1
28,1201401,2,1
26,1651503,2,2
20,2200906,3,5
26,1211200,3,2
24,160102,3,1
14,1200502,3,1
10,265031,3,1
5,1553001,3,4
10,1200001,2,3
13,1211200,3,2
10,1552500,2,1
6,2155600,3,4
21,1553001,3,1
10,1211200,3,4
6,1201401,2,1
6,1553004,3,2
3,1305001,3,2
13,5700600,4,4
22,1902601,3,2
14,2650101,2,2
19,1402502,3,2
11,1702500,3,1
18,2300000,2,4
6,1200001,2,4
14,1553001,3,4
8,1552500,2,2
7,1201401,2,2
8,1200001,2,5
22,2650101,2,2
18,512000,2,1
1,511001,2,1
2,2053000,2,3
4,2601001,2,1
16,1200501,3,1
26,1553001,3,3
16,2403001,2,1
5,265031,3,1
10,1553005,3,3
28,1200511,3,4
9,511001,2,1
10,1553001,3,4
25,1200503,3,2
21,265031,3,4
24,1201401,2,2
17,2200300,2,3
4,1600500,3,1
3,1200502,3,1
26,1552500,2,1
1,1201500,2,2
9,1552500,2,3
19,4902001,3,1
19,1200001,2,1
18,1552500,2,3
5,2504505,3,3
19,1202500,3,4
5,215510,3,4
18,1200501,3,1
15,2053000,2,1
15,511001,2,1
12,1601503,3,2
3,1552500,2,1
12,215510,3,3
26,1202000,2,3
23,215510,3,1
6,1200502,3,1
17,1200511,3,3
20,1200502,3,1
23,1200001,2,2
19,1200502,3,1
21,1211100,2,5
12,1601502,3,3
28,1200501,3,1
4,1651503,2,1
27,1552500,2,3
4,1600500,3,4
15,1200001,2,3
12,1553008,3,2
7,2403002,2,2
15,2201601,3,1
1,215510,3,1
1,1200800,3,2
10,1200501,3,1
20,1200001,2,5
13,1552500,2,2
18,1450001,2,2
28,2200605,3,1
16,1211100,2,1
15,1651503,2,3
4,511001,2,4
10,1402502,3,4
30,1200800,3,2
10,2155600,3,4
2,1200502,3,4
16,1211200,3,3
7,1702500,3,4
4,1553001,3,2
13,11921,2,4
20,1200503,3,1
12,1200001,2,4
9,1601504,3,1
13,215510,3,1
7,1450502,3,1
10,1201401,2,3
20,0,1,1
12,2201601,3,3
13,1553001,3,3
25,512000,2,1
17,1651503,2,3
20,160102,3,1
18,1651502,2,4
1,1200800,3,3
11,1651503,2,3
21,1200001,2,1
6,2650201,3,1
12,1654501,3,1
2,51101,2,3
14,1200001,2,2
10,1211100,2,4
3,1651503,2,3
5,260250,3,4
28,1651503,2,3
21,1200800,3,3
2,1200501,3,2
24,1552500,2,2
3,1200001,2,4
16,1651503,2,1
10,12005,3,5
30,1211200,3,3
24,265031,3,2
5,1200502,3,2
16,215510,3,5
25,1401501,2,1
14,1553005,3,2
8,2650101,2,2
20,2201601,3,1
6,1654501,3,2
26,1654501,3,1
